InvoiceID,InvoiceDate,CustomerID
541431,2011-01-18 10:01:00,12346
C541433,2011-01-18 10:17:00,12346
537626,2010-12-07 14:57:00,12347
542237,2011-01-26 14:30:00,12347
549222,2011-04-07 10:43:00,12347
556201,2011-06-09 13:01:00,12347
562032,2011-08-02 08:48:00,12347
573511,2011-10-31 12:25:00,12347
581180,2011-12-07 15:52:00,12347
539318,2010-12-16 19:09:00,12348
541998,2011-01-25 10:42:00,12348
548955,2011-04-05 10:47:00,12348
568172,2011-09-25 13:13:00,12348
577609,2011-11-21 09:51:00,12349
543037,2011-02-02 16:01:00,12350
544156,2011-02-16 12:33:00,12352
545323,2011-03-01 14:57:00,12352
546869,2011-03-17 16:00:00,12352
547390,2011-03-22 16:08:00,12352
567505,2011-09-20 14:34:00,12352
568699,2011-09-28 14:58:00,12352
574275,2011-11-03 14:37:00,12352
C547388,2011-03-22 16:07:00,12352
553900,2011-05-19 17:47:00,12353
550911,2011-04-21 13:11:00,12354
552449,2011-05-09 13:49:00,12355
541430,2011-01-18 09:50:00,12356
549435,2011-04-08 12:33:00,12356
576895,2011-11-17 08:40:00,12356
574740,2011-11-06 16:07:00,12357
559707,2011-07-12 10:04:00,12358
581232,2011-12-08 10:26:00,12358
540946,2011-01-12 12:43:00,12359
543370,2011-02-07 14:51:00,12359
555477,2011-06-03 12:26:00,12359
571034,2011-10-13 12:47:00,12359
C549955,2011-04-13 13:38:00,12359
C580165,2011-12-02 11:21:00,12359
554132,2011-05-23 09:43:00,12360
563749,2011-08-19 10:10:00,12360
571705,2011-10-18 15:22:00,12360
545017,2011-02-25 13:51:00,12361
544203,2011-02-17 10:30:00,12362
551346,2011-04-28 09:12:00,12362
559295,2011-07-07 12:32:00,12362
563037,2011-08-11 15:02:00,12362
568651,2011-09-28 12:04:00,12362
570667,2011-10-11 14:33:00,12362
572887,2011-10-26 13:47:00,12362
573173,2011-10-28 10:10:00,12362
574329,2011-11-04 09:07:00,12362
580979,2011-12-06 15:40:00,12362
C544902,2011-02-24 13:05:00,12362
C563752,2011-08-19 10:38:00,12362
C579178,2011-11-28 14:55:00,12362
549687,2011-04-11 13:29:00,12363
563947,2011-08-22 10:18:00,12363
563854,2011-08-19 15:24:00,12364
567897,2011-09-22 16:07:00,12364
573401,2011-10-30 15:43:00,12364
580152,2011-12-02 10:22:00,12364
544574,2011-02-21 13:51:00,12365
580716,2011-12-05 16:48:00,12367
538826,2010-12-14 12:58:00,12370
539330,2010-12-17 09:38:00,12370
546236,2011-03-10 12:48:00,12370
571905,2011-10-19 14:51:00,12370
570521,2011-10-11 10:43:00,12371
544157,2011-02-16 12:46:00,12372
552731,2011-05-11 10:43:00,12372
568872,2011-09-29 12:12:00,12372
542887,2011-02-01 13:10:00,12373
576345,2011-11-14 15:37:00,12374
565333,2011-09-02 14:23:00,12375
579281,2011-11-29 10:36:00,12375
C581071,2011-12-07 11:27:00,12375
539488,2010-12-20 09:37:00,12377
542586,2011-01-28 15:45:00,12377
562046,2011-08-02 10:34:00,12378
557789,2011-06-22 16:32:00,12379
567196,2011-09-19 10:09:00,12379
C559193,2011-07-07 10:26:00,12379
555739,2011-06-07 09:49:00,12380
567928,2011-09-22 17:31:00,12380
571187,2011-10-14 11:39:00,12380
577180,2011-11-18 11:27:00,12380
C572532,2011-10-24 16:03:00,12380
563100,2011-08-12 09:57:00,12381
574694,2011-11-06 13:36:00,12381
580638,2011-12-05 12:44:00,12381
C565050,2011-08-31 17:10:00,12381
539840,2010-12-22 14:28:00,12383
540971,2011-01-12 14:10:00,12383
546434,2011-03-14 08:41:00,12383
550284,2011-04-15 14:10:00,12383
555928,2011-06-08 08:02:00,12383
C541586,2011-01-19 14:36:00,12383
562882,2011-08-10 11:23:00,12384
575734,2011-11-11 08:39:00,12384
C567540,2011-09-21 10:00:00,12384
537676,2010-12-08 09:53:00,12386
540280,2011-01-06 12:37:00,12386
541271,2011-01-17 11:12:00,12388
543357,2011-02-07 13:59:00,12388
546135,2011-03-09 15:47:00,12388
560033,2011-07-14 13:28:00,12388
568145,2011-09-25 11:30:00,12388
578459,2011-11-24 12:30:00,12388
567530,2011-09-21 09:33:00,12390
577228,2011-11-18 12:07:00,12391
540700,2011-01-11 09:47:00,12393
541149,2011-01-14 11:36:00,12393
549313,2011-04-08 09:45:00,12393
568708,2011-09-28 15:41:00,12393
552188,2011-05-06 14:01:00,12394
569997,2011-10-07 08:08:00,12394
537026,2010-12-03 16:35:00,12395
539447,2010-12-17 16:00:00,12395
543733,2011-02-11 12:16:00,12395
547517,2011-03-23 14:33:00,12395
551985,2011-05-05 14:38:00,12395
552884,2011-05-12 10:15:00,12395
558623,2011-06-30 16:52:00,12395
563852,2011-08-19 15:18:00,12395
569496,2011-10-04 13:45:00,12395
575151,2011-11-08 16:12:00,12395
575154,2011-11-08 16:15:00,12395
577551,2011-11-20 15:21:00,12395
C540152,2011-01-05 11:21:00,12395
C544419,2011-02-18 15:16:00,12395
C578432,2011-11-24 12:20:00,12395
561507,2011-07-27 14:21:00,12397
574336,2011-11-04 09:52:00,12397
572567,2011-10-25 10:27:00,12398
547412,2011-03-23 09:42:00,12399
552543,2011-05-10 10:22:00,12399
556203,2011-06-09 13:09:00,12399
563172,2011-08-12 13:15:00,12399
543537,2011-02-09 13:50:00,12401
541675,2011-01-20 13:49:00,12402
572184,2011-10-21 10:51:00,12403
559928,2011-07-14 08:52:00,12405
556127,2011-06-09 10:23:00,12406
577126,2011-11-17 19:22:00,12406
C562728,2011-08-09 09:41:00,12406
547061,2011-03-20 13:21:00,12407
550440,2011-04-18 12:25:00,12407
559058,2011-07-06 09:49:00,12407
561662,2011-07-28 16:28:00,12407
572133,2011-10-21 10:11:00,12407
547684,2011-03-24 14:46:00,12408
547685,2011-03-24 14:47:00,12408
557147,2011-06-17 10:51:00,12408
565246,2011-09-02 10:27:00,12408
574862,2011-11-07 12:27:00,12408
C549253,2011-04-07 12:20:00,12408
C549533,2011-04-08 17:08:00,12408
C558471,2011-06-29 15:38:00,12408
556415,2011-06-10 12:19:00,12409
567642,2011-09-21 14:15:00,12409
567721,2011-09-22 10:38:00,12409
C563224,2011-08-14 14:33:00,12409
C567641,2011-09-21 14:13:00,12409
C567643,2011-09-21 14:16:00,12409
C567677,2011-09-21 15:57:00,12409
543180,2011-02-04 10:38:00,12410
543181,2011-02-04 10:39:00,12410
C543773,2011-02-11 15:47:00,12410
557889,2011-06-23 13:51:00,12412
561102,2011-07-25 11:17:00,12412
568223,2011-09-26 10:16:00,12412
540365,2011-01-06 16:12:00,12413
550338,2011-04-17 15:33:00,12413
569402,2011-10-04 09:00:00,12413
C540853,2011-01-12 09:52:00,12413
543027,2011-02-02 14:51:00,12414
550998,2011-04-26 09:12:00,12414
552202,2011-05-06 14:51:00,12414
540267,2011-01-06 11:12:00,12415
540557,2011-01-10 09:58:00,12415
543989,2011-02-15 09:52:00,12415
545475,2011-03-03 10:59:00,12415
553546,2011-05-17 15:42:00,12415
554037,2011-05-20 14:13:00,12415
556917,2011-06-15 13:37:00,12415
556918,2011-06-15 13:37:00,12415
559919,2011-07-13 15:30:00,12415
559920,2011-07-13 15:31:00,12415
560491,2011-07-19 10:51:00,12415
563614,2011-08-18 08:51:00,12415
565145,2011-09-01 13:50:00,12415
565146,2011-09-01 13:51:00,12415
569647,2011-10-05 12:35:00,12415
569650,2011-10-05 12:44:00,12415
574014,2011-11-02 12:03:00,12415
574138,2011-11-03 11:26:00,12415
576394,2011-11-15 10:32:00,12415
576586,2011-11-15 14:22:00,12415
C545525,2011-03-03 13:11:00,12415
C551348,2011-04-28 09:49:00,12415
C560540,2011-07-19 12:26:00,12415
C574019,2011-11-02 12:05:00,12415
539391,2010-12-17 11:51:00,12417
541991,2011-01-25 09:11:00,12417
545536,2011-03-03 14:12:00,12417
551398,2011-04-28 13:09:00,12417
555574,2011-06-05 15:46:00,12417
562445,2011-08-04 18:51:00,12417
564378,2011-08-25 10:26:00,12417
573656,2011-10-31 16:02:00,12417
580965,2011-12-06 14:52:00,12417
C540386,2011-01-06 17:57:00,12417
C546208,2011-03-10 11:19:00,12417
C575669,2011-11-10 15:00:00,12417
563756,2011-08-19 11:08:00,12418
570000,2011-10-07 08:55:00,12420
541980,2011-01-24 15:09:00,12421
557297,2011-06-19 13:54:00,12421
563518,2011-08-17 10:56:00,12421
578339,2011-11-24 09:07:00,12421
541520,2011-01-19 09:13:00,12422
558041,2011-06-24 13:20:00,12422
565466,2011-09-05 09:48:00,12422
539676,2010-12-21 10:54:00,12423
544474,2011-02-21 09:52:00,12423
547109,2011-03-21 11:46:00,12423
549249,2011-04-07 12:04:00,12423
554147,2011-05-23 10:48:00,12423
555161,2011-06-01 09:26:00,12423
564853,2011-08-31 08:55:00,12423
581493,2011-12-09 10:10:00,12423
C565294,2011-09-02 12:00:00,12423
558536,2011-06-30 12:06:00,12424
558537,2011-06-30 12:06:00,12424
567929,2011-09-22 17:31:00,12425
554985,2011-05-29 12:26:00,12426
536861,2010-12-03 10:44:00,12427
570452,2011-10-10 15:15:00,12427
577135,2011-11-18 08:56:00,12427
C539866,2010-12-23 10:20:00,12427
C579090,2011-11-28 10:48:00,12427
545226,2011-03-01 09:33:00,12428
545227,2011-03-01 09:35:00,12428
547086,2011-03-20 15:46:00,12428
548363,2011-03-30 15:48:00,12428
549588,2011-04-11 10:04:00,12428
559004,2011-07-05 12:23:00,12428
563020,2011-08-11 12:58:00,12428
576082,2011-11-14 08:22:00,12428
C547234,2011-03-21 16:21:00,12428
C549184,2011-04-07 09:28:00,12428
C564108,2011-08-23 10:42:00,12428
538003,2010-12-09 12:05:00,12429
551054,2011-04-26 11:44:00,12429
557427,2011-06-20 12:14:00,12429
579881,2011-11-30 17:22:00,12429
573108,2011-10-27 15:09:00,12430
536389,2010-12-01 10:03:00,12431
539419,2010-12-17 14:10:00,12431
542542,2011-01-28 14:37:00,12431
544193,2011-02-17 08:23:00,12431
545065,2011-02-27 14:43:00,12431
552956,2011-05-12 12:34:00,12431
554126,2011-05-23 09:14:00,12431
560473,2011-07-19 10:42:00,12431
561040,2011-07-24 12:05:00,12431
561228,2011-07-26 10:16:00,12431
563179,2011-08-12 14:19:00,12431
569722,2011-10-06 09:31:00,12431
569723,2011-10-06 09:32:00,12431
570446,2011-10-10 14:49:00,12431
574469,2011-11-04 11:55:00,12431
C555046,2011-05-31 11:29:00,12431
C555288,2011-06-02 09:57:00,12431
C561227,2011-07-26 10:15:00,12431
557472,2011-06-20 13:27:00,12432
557474,2011-06-20 13:29:00,12432
573195,2011-10-28 11:40:00,12432
573200,2011-10-28 11:43:00,12432
536532,2010-12-01 13:24:00,12433
537868,2010-12-08 16:49:00,12433
566195,2011-09-09 13:44:00,12433
573035,2011-10-27 13:43:00,12433
579692,2011-11-30 14:05:00,12433
581476,2011-12-09 08:48:00,12433
581491,2011-12-09 10:02:00,12433
547659,2011-03-24 13:05:00,12434
567085,2011-09-16 12:38:00,12434
C538723,2010-12-14 11:12:00,12434
C548729,2011-04-04 09:57:00,12434
546780,2011-03-17 07:40:00,12435
567526,2011-09-21 09:06:00,12435
565124,2011-09-01 12:09:00,12436
540972,2011-01-12 14:13:00,12437
543030,2011-02-02 15:22:00,12437
544817,2011-02-23 16:44:00,12437
544818,2011-02-23 16:45:00,12437
546765,2011-03-16 14:37:00,12437
551389,2011-04-28 11:45:00,12437
553577,2011-05-18 10:34:00,12437
554555,2011-05-25 10:08:00,12437
556816,2011-06-15 09:01:00,12437
565321,2011-09-02 13:14:00,12437
565322,2011-09-02 13:15:00,12437
567910,2011-09-22 16:58:00,12437
573036,2011-10-27 13:44:00,12437
574093,2011-11-03 09:43:00,12437
574252,2011-11-03 13:24:00,12437
577344,2011-11-18 15:14:00,12437
579870,2011-11-30 16:47:00,12437
581279,2011-12-08 11:35:00,12437
C542714,2011-01-31 13:28:00,12437
560991,2011-07-22 13:29:00,12438
578811,2011-11-25 13:28:00,12438
537693,2010-12-08 10:45:00,12441
580955,2011-12-06 14:22:00,12442
557621,2011-06-21 14:00:00,12444
562844,2011-08-10 08:41:00,12444
566773,2011-09-15 09:43:00,12444
570793,2011-10-12 12:08:00,12444
577314,2011-11-18 13:23:00,12444
577125,2011-11-17 18:43:00,12445
571035,2011-10-13 12:50:00,12446
549559,2011-04-10 13:25:00,12447
572886,2011-10-26 13:46:00,12448
555572,2011-06-05 15:37:00,12449
562034,2011-08-02 09:14:00,12449
566076,2011-09-09 09:13:00,12449
577046,2011-11-17 13:46:00,12449
557303,2011-06-19 14:36:00,12450
559148,2011-07-06 14:41:00,12450
541518,2011-01-19 09:05:00,12451
552013,2011-05-05 17:34:00,12451
569653,2011-10-05 12:52:00,12451
577157,2011-11-18 09:58:00,12451
579259,2011-11-29 08:40:00,12451
C560219,2011-07-15 15:22:00,12451
578099,2011-11-23 08:05:00,12452
561627,2011-07-28 14:08:00,12453
571255,2011-10-14 17:13:00,12454
C571499,2011-10-17 15:07:00,12454
544097,2011-02-16 09:56:00,12455
555470,2011-06-03 11:33:00,12455
559135,2011-07-06 13:18:00,12455
562287,2011-08-04 11:07:00,12455
568554,2011-09-27 15:31:00,12455
548212,2011-03-30 09:12:00,12456
561898,2011-07-31 15:25:00,12456
572896,2011-10-26 14:41:00,12456
C564134,2011-08-23 11:02:00,12456
550188,2011-04-14 18:57:00,12457
550281,2011-04-15 13:48:00,12457
550671,2011-04-20 10:10:00,12457
566756,2011-09-14 15:54:00,12457
567188,2011-09-19 09:04:00,12457
569489,2011-10-04 13:13:00,12457
C550668,2011-04-20 09:49:00,12457
C550672,2011-04-20 10:10:00,12457
C562118,2011-08-02 16:23:00,12457
C569490,2011-10-04 13:15:00,12457
C570835,2011-10-12 13:46:00,12457
545084,2011-02-28 10:55:00,12458
568950,2011-09-29 15:25:00,12458
559372,2011-07-08 10:23:00,12461
543541,2011-02-09 14:44:00,12462
577606,2011-11-21 09:11:00,12462
C544397,2011-02-18 12:21:00,12462
C581148,2011-12-07 14:02:00,12462
549825,2011-04-12 12:47:00,12463
553415,2011-05-17 10:02:00,12463
557232,2011-06-17 14:28:00,12463
571445,2011-10-17 13:44:00,12463
C554531,2011-05-24 17:30:00,12463
C572479,2011-10-24 13:43:00,12463
543117,2011-02-03 13:30:00,12464
545140,2011-02-28 12:08:00,12464
554159,2011-05-23 11:48:00,12464
554161,2011-05-23 11:49:00,12464
559890,2011-07-13 11:58:00,12464
564481,2011-08-25 13:33:00,12464
577087,2011-11-17 15:55:00,12464
579441,2011-11-29 13:33:00,12464
557885,2011-06-23 13:37:00,12465
578084,2011-11-22 16:34:00,12465
C580168,2011-12-02 11:34:00,12465
542371,2011-01-27 13:29:00,12468
555523,2011-06-05 11:36:00,12468
C560564,2011-07-19 13:42:00,12468
538174,2010-12-10 09:35:00,12471
539395,2010-12-17 11:52:00,12471
539398,2010-12-17 11:53:00,12471
541093,2011-01-13 13:21:00,12471
543056,2011-02-03 10:47:00,12471
544811,2011-02-23 15:53:00,12471
546920,2011-03-18 09:55:00,12471
546921,2011-03-18 09:57:00,12471
548745,2011-04-04 12:10:00,12471
548746,2011-04-04 12:11:00,12471
553037,2011-05-13 08:10:00,12471
553038,2011-05-13 08:11:00,12471
559298,2011-07-07 12:38:00,12471
559300,2011-07-07 12:40:00,12471
563950,2011-08-22 10:39:00,12471
564309,2011-08-24 12:39:00,12471
564360,2011-08-24 16:13:00,12471
566984,2011-09-16 10:39:00,12471
567924,2011-09-22 17:25:00,12471
569640,2011-10-05 12:25:00,12471
574097,2011-11-03 09:56:00,12471
576909,2011-11-17 09:49:00,12471
578333,2011-11-24 08:50:00,12471
578469,2011-11-24 12:36:00,12471
579416,2011-11-29 13:00:00,12471
579419,2011-11-29 13:01:00,12471
581179,2011-12-07 15:43:00,12471
C536622,2010-12-02 10:37:00,12471
C539644,2010-12-20 15:52:00,12471
C540158,2011-01-05 11:42:00,12471
C540346,2011-01-06 13:41:00,12471
C540643,2011-01-10 14:08:00,12471
C542101,2011-01-25 13:15:00,12471
C543661,2011-02-11 10:41:00,12471
C544570,2011-02-21 12:59:00,12471
C547849,2011-03-27 12:06:00,12471
C547968,2011-03-28 16:02:00,12471
C549438,2011-04-08 12:39:00,12471
C553840,2011-05-19 12:15:00,12471
C561328,2011-07-26 13:54:00,12471
C565284,2011-09-02 11:31:00,12471
C570727,2011-10-12 11:32:00,12471
C573037,2011-10-27 13:45:00,12471
C575150,2011-11-08 16:05:00,12471
C578062,2011-11-22 15:30:00,12471
537201,2010-12-05 14:19:00,12472
542215,2011-01-26 12:27:00,12472
546843,2011-03-17 12:40:00,12472
556578,2011-06-13 14:13:00,12472
561037,2011-07-24 11:55:00,12472
571824,2011-10-19 11:49:00,12472
574885,2011-11-07 14:01:00,12472
C536548,2010-12-01 14:33:00,12472
C543347,2011-02-07 12:44:00,12472
C548356,2011-03-30 15:12:00,12472
C559253,2011-07-07 11:44:00,12472
C575064,2011-11-08 12:39:00,12472
C575223,2011-11-09 11:33:00,12472
555162,2011-06-01 10:15:00,12473
563540,2011-08-17 12:04:00,12473
571328,2011-10-17 11:27:00,12473
C555881,2011-06-07 15:37:00,12473
541125,2011-01-14 10:06:00,12474
541224,2011-01-14 14:45:00,12474
542229,2011-01-26 13:38:00,12474
544996,2011-02-25 11:53:00,12474
547005,2011-03-18 14:20:00,12474
547934,2011-03-28 14:07:00,12474
553547,2011-05-17 15:48:00,12474
554263,2011-05-23 12:32:00,12474
557569,2011-06-21 10:46:00,12474
558109,2011-06-26 15:36:00,12474
559710,2011-07-12 10:25:00,12474
561094,2011-07-25 10:04:00,12474
565261,2011-09-02 10:53:00,12474
570640,2011-10-11 12:38:00,12474
571312,2011-10-17 10:42:00,12474
572061,2011-10-20 12:53:00,12474
576607,2011-11-15 15:42:00,12474
578043,2011-11-22 14:39:00,12474
C537333,2010-12-06 12:00:00,12474
C543431,2011-02-08 11:37:00,12474
C547581,2011-03-24 10:58:00,12474
C547582,2011-03-24 11:06:00,12474
C549019,2011-04-05 15:22:00,12474
C554266,2011-05-23 12:48:00,12474
C554336,2011-05-23 17:20:00,12474
C565085,2011-09-01 09:40:00,12474
C567519,2011-09-20 16:30:00,12474
C572488,2011-10-24 13:57:00,12474
C574061,2011-11-02 14:18:00,12474
C576974,2011-11-17 11:52:00,12474
571308,2011-10-17 10:10:00,12475
538644,2010-12-13 14:39:00,12476
542648,2011-01-31 11:46:00,12476
543833,2011-02-14 10:24:00,12476
550527,2011-04-19 10:48:00,12476
552008,2011-05-05 17:13:00,12476
560901,2011-07-21 17:39:00,12476
566987,2011-09-16 10:56:00,12476
572559,2011-10-25 08:44:00,12476
572560,2011-10-25 08:45:00,12476
576327,2011-11-14 15:19:00,12476
578472,2011-11-24 12:40:00,12476
C538642,2010-12-13 14:37:00,12476
C538643,2010-12-13 14:38:00,12476
C543830,2011-02-14 09:54:00,12476
C552043,2011-05-06 09:07:00,12476
C553924,2011-05-20 09:34:00,12476
C562281,2011-08-04 10:36:00,12476
C566986,2011-09-16 10:47:00,12476
C576183,2011-11-14 11:23:00,12476
C581409,2011-12-08 14:08:00,12476
543737,2011-02-11 12:45:00,12477
550137,2011-04-14 13:59:00,12477
564856,2011-08-31 09:11:00,12477
570002,2011-10-07 09:16:00,12477
571227,2011-10-14 13:54:00,12477
576910,2011-11-17 09:51:00,12477
C542798,2011-02-01 11:09:00,12477
C564142,2011-08-23 11:49:00,12477
C566090,2011-09-09 10:32:00,12477
580752,2011-12-06 09:56:00,12478
579152,2011-11-28 13:26:00,12479
C580714,2011-12-05 16:39:00,12479
C580740,2011-12-06 09:25:00,12479
540480,2011-01-07 15:27:00,12480
546851,2011-03-17 13:23:00,12480
560569,2011-07-19 14:04:00,12480
575896,2011-11-11 14:52:00,12480
537892,2010-12-09 10:13:00,12481
539636,2010-12-20 15:15:00,12481
540414,2011-01-07 10:32:00,12481
547925,2011-03-28 13:57:00,12481
547926,2011-03-28 13:59:00,12481
553731,2011-05-19 08:26:00,12481
553732,2011-05-19 08:27:00,12481
556517,2011-06-13 10:52:00,12481
569563,2011-10-05 09:46:00,12481
576893,2011-11-17 08:29:00,12481
